League of Legends,April,2012,Reign of Gaming International Invitational,20000,USD,32,
League of Legends,April,2012,ESGN Intime Razer Championship,3000,AUD,8,
League of Legends,April,2012,National ESL Pro Series Season 3,15000,USD,8,
League of Legends,April,2012,Gamers Assembly 2012,10500,USD,6,
League of Legends,March,2012,Leaguecraft ggClassic,5000,USD,32,
League of Legends,March,2012,Fatal1ty Gaming Gear League of Legends Tournament,14000,USD,8,
League of Legends,March,2012,NLB Spring 2012,9000,USD,16,
League of Legends,March,2012,Corsair Vengeance Cup,10000,USD,128,
League of Legends,March,2012,NVIDIA Game Festival 2012,10000,USD,12,
League of Legends,February,2012,LoLPro.com Curse Invitational,25000,USD,8,
League of Legends,January,2012,World GameMaster Tournament 2012,9500,USD,4,
League of Legends,December,2011,ESL Major Series Season IX,6500,USD,24,
League of Legends,October,2011,ASUS ROG Paris Games Week 2011,10000,EUR,4,
League of Legends,October,2011,2011 WCG China Challenge,9500,USD,9,
League of Legends,September,2011,National ESL Premier League Season 2,5000,USD,115,
League of Legends,September,2011,Sound Blaster Nations Championship,12000,USD,6,
League of Legends,August,2011,2011 WCG China Qualifiers,9500,USD,5,
League of Legends,July,2011,TGA Grand Prix 2011,9500,USD,8,
League of Legends,April,2011,ESL Major Series Season VIII,6500,USD,16,
League of Legends,March,2011,IEM Season V - LoL Invitational,13500,USD,4,
League of Legends,March,2011,National ESL Premier League Season 1,5000,USD,12,
League of Legends,November,2010,Newegg Winter Wanfest 2010,7000,USD,230,
League of Legends,August,2010,ESL Major Series Season VII,6500,USD,16,
